ID,bw,SEX,al,bl,cl,ch
SS19,,1.0,104.23,200.27,49.51,6.51
SS1,46.3,,,197.77,58.01,37.67
SS2000,45.8,1.0,,191.41,59.53,36.05
SS2001,,1.0,105.52,182.44,,
SS2002,,0.0,110.58,,55.72,28.31
SS2003,26.4,,,157.46,35.26,28.11
SS2004,,0.0,110.64,,41.51,30.71
SS2005,,,107.45,185.41,49.02,32.43
SS2006,,0.0,91.73,153.39,40.23,28.01
SS2007,34.5,0.0,104.1,176.19,49.08,31.28
SS2008,31.0,0.0,96.07,163.74,47.56,32.19
SS2009,28.4,0.0,100.33,166.01,41.47,28.31
SS200,56.4,1.0,116.05,,60.37,
SS2010,32.9,0.0,101.22,171.26,45.37,28.11
SS2011,36.8,0.0,107.53,185.14,51.97,32.29
SS2012,36.1,0.0,,178.27,52.89,
SS2013,,1.0,103.68,173.64,,28.98
SS2014,25.4,1.0,,169.67,41.38,26.27
SS2015,,,82.54,155.87,48.64,27.26
SS2016,28.0,0.0,96.25,161.22,41.28,26.02
SS2017,29.4,0.0,102.01,168.79,41.8,
SS2018,36.6,1.0,106.99,180.87,,
SS2019,25.5,1.0,97.71,167.96,48.34,29.07
SS201,,1.0,123.95,213.47,57.75,39.02
SS2020,28.5,1.0,98.32,164.37,42.1,
SS2021,32.5,1.0,103.91,173.36,43.56,29.13
SS2022,,0.0,103.86,177.03,48.09,29.07
SS2023,30.8,,,175.82,45.35,
SS2024,33.2,0.0,,,,28.72
SS2025,,0.0,103.96,166.46,37.19,27.52
SS2026,29.5,1.0,100.68,175.75,51.0,31.45
SS2027,26.4,1.0,95.2,159.55,41.08,26.1
SS2028,27.3,1.0,101.67,,46.96,28.14
SS2029,26.3,,96.31,,42.48,27.49
SS202,79.5,0.0,130.61,234.42,,
SS2030,,,,,,25.68
SS2031,29.4,0.0,103.35,,,28.22
SS2032,22.7,1.0,,150.8,,23.89
SS2033,,1.0,,180.01,47.95,29.76
SS2034,34.9,1.0,,178.94,,31.34
SS2035,34.8,0.0,105.87,175.3,45.93,29.67
SS2036,44.5,0.0,109.01,189.59,52.38,33.06
SS2037,,1.0,,,46.93,
SS2038,31.4,,,172.63,,
SS2039,24.0,0.0,92.67,154.89,38.16,
SS203,60.1,1.0,,216.11,58.98,34.93
SS2040,,1.0,100.19,162.06,39.08,29.67
SS2041,35.6,0.0,102.31,185.15,,32.22
SS2042,30.6,0.0,,171.46,45.01,28.11
SS2043,33.2,0.0,102.77,,,26.61
SS2044,28.8,,,166.37,43.17,28.01
SS2045,28.6,1.0,88.33,,47.59,31.65
SS2046,35.5,0.0,104.58,181.66,50.29,32.27
SS2047,38.2,0.0,107.2,189.35,56.73,30.3
SS2048,,,,,43.52,24.55
SS2049,32.0,0.0,99.38,172.56,,27.06
SS204,59.2,1.0,125.96,211.06,,32.58
SS2050,25.6,0.0,95.04,157.35,,28.01
SS2051,,1.0,95.53,163.1,,32.22
SS2052,30.5,1.0,,172.93,,29.94
SS2053,,,,174.85,,34.68
SS2054,,0.0,98.56,181.93,,31.59
SS2055,33.8,0.0,100.45,177.67,52.27,29.67
SS2056,35.8,0.0,121.35,189.24,42.79,31.96
SS2057,27.1,0.0,91.26,162.11,,30.47
SS2058,31.3,1.0,97.86,169.58,49.44,31.51
SS2059,31.1,,,189.42,52.66,
SS205,66.0,1.0,140.16,227.36,54.05,
SS2060,27.7,,100.08,,43.08,25.99
SS2061,33.4,,100.72,,,
SS2062,31.1,,100.76,168.19,43.84,
SS2063,27.4,,94.52,160.9,39.22,27.26
SS2064,26.2,1.0,96.03,160.4,40.3,25.76
SS2065,32.4,,,170.61,43.52,29.21
SS2066,,1.0,,,44.06,27.87
SS2067,27.2,,97.89,162.77,41.7,29.05
SS2068,23.9,,95.25,156.46,39.89,26.43
SS2069,13.6,1.0,74.49,130.19,37.49,
SS206,56.0,1.0,117.7,181.41,36.53,34.98
SS2070,31.2,0.0,102.37,169.47,43.42,
SS2071,35.7,1.0,,,61.7,
SS2072,,1.0,95.09,160.34,,25.6
SS2073,29.1,1.0,101.5,166.46,41.09,28.14
SS2074,28.0,1.0,95.49,,47.72,28.13
SS2075,,0.0,,192.39,58.12,32.22
SS2076,32.2,0.0,102.54,168.54,43.0,28.99
SS2077,35.1,0.0,114.14,181.25,43.21,35.66
SS2078,41.5,,110.73,186.87,49.83,34.11
SS2079,31.0,,97.13,168.03,45.09,29.4
SS207,47.8,1.0,,208.83,56.99,34.9
SS2080,37.9,0.0,107.84,183.8,52.25,27.29
SS2081,25.3,1.0,95.35,163.46,45.45,
SS2082,27.3,1.0,93.54,159.3,44.76,27.96
SS2083,,1.0,102.51,169.65,43.71,28.14
SS2084,26.3,1.0,96.59,,47.73,26.22
SS2085,,,94.29,158.07,41.58,28.84
SS2086,32.7,0.0,101.54,175.41,48.21,26.86
SS2087,33.0,,96.76,168.5,48.32,
SS2088,29.0,0.0,95.63,167.11,,29.75
SS2089,24.7,0.0,91.86,,,25.7
SS208,64.1,1.0,125.87,223.32,62.71,34.41
SS2090,22.1,,85.61,149.59,42.31,26.9
SS2091,31.3,0.0,101.45,170.03,,27.29
SS2092,33.0,1.0,106.47,175.7,44.82,
SS2093,21.5,0.0,86.93,150.18,,
SS2094,27.8,1.0,,160.56,,29.2
SS2095,,1.0,,161.95,47.57,27.7
SS2096,33.3,,103.37,178.53,50.64,
SS2097,34.6,0.0,97.54,168.41,46.79,28.8
SS2098,,,102.96,186.16,56.25,32.12
SS2099,32.0,0.0,98.05,169.4,,31.15
SS209,58.6,1.0,,211.1,58.67,34.93
SS20,59.8,1.0,129.19,212.24,53.66,34.95
SS2100,,1.0,96.99,,43.7,26.84
SS2101,33.4,0.0,100.49,,46.8,30.98
SS2102,34.3,1.0,101.65,168.95,44.32,32.03
SS2103,31.4,0.0,,167.06,43.1,29.22
SS2104,34.0,1.0,109.94,175.13,42.28,30.6
SS2105,,,107.46,173.78,41.63,28.01
SS2106,29.2,0.0,103.68,,40.11,27.53
SS2107,27.6,,98.84,,41.49,
SS2108,44.6,0.0,112.16,189.03,,30.34
SS2109,29.2,1.0,95.72,,48.35,
SS210,57.7,1.0,114.73,200.76,57.9,35.42
SS2110,30.6,1.0,95.5,,48.38,34.64
SS2111,32.6,1.0,,170.11,43.53,30.1
SS2112,24.8,,,,,27.97
SS2113,,1.0,99.92,178.99,50.41,30.72
SS2114,31.2,,,170.48,,30.24
SS2115,45.2,0.0,116.19,196.77,55.0,33.05
SS2116,33.4,,,168.62,42.58,26.48
SS2117,25.3,1.0,95.43,156.32,38.45,26.22
SS2118,19.7,1.0,86.13,140.96,35.58,23.48
SS2119,21.0,1.0,87.5,153.36,,24.01
SS211,58.2,1.0,127.42,215.84,58.53,37.86
SS2120,26.3,1.0,93.85,166.73,50.08,28.21
SS2121,28.5,,96.7,158.67,39.94,27.49
SS2123,27.2,0.0,,157.14,41.86,
SS2124,36.9,0.0,,172.63,46.85,32.16
SS2125,25.5,1.0,92.15,,42.69,25.85
SS2126,21.5,1.0,,,39.0,26.78
SS2127,26.6,1.0,,,,27.14
SS2128,27.2,1.0,98.53,162.32,41.48,30.7
SS2129,,0.0,98.12,168.99,46.36,
SS212,66.0,1.0,123.8,225.43,66.66,
SS2130,,0.0,103.73,,,30.92
SS2131,28.0,1.0,94.15,156.75,39.68,27.14
SS2132,32.7,,103.21,172.89,46.88,28.79
SS2133,37.0,0.0,,,47.89,32.9
SS2134,46.8,1.0,112.88,193.3,51.78,34.16
SS2135,36.2,0.0,,174.78,,27.49
SS2136,,1.0,89.23,150.1,40.8,27.2
SS2137,43.9,0.0,,,56.87,29.75
SS2138,24.9,1.0,95.74,160.42,41.3,27.58
SS2139,,,104.82,173.1,44.33,
SS213,51.4,1.0,123.25,210.85,52.5,35.75
SS2140,33.3,1.0,,176.67,47.18,29.22
SS2141,38.3,1.0,107.74,184.98,,30.81
SS2142,26.3,,91.58,153.66,,26.6
SS2143,,1.0,99.2,159.02,38.02,24.96
SS2144,39.1,0.0,114.62,187.6,46.82,31.84
SS2145,29.5,1.0,,161.33,39.57,27.53
SS2146,19.4,1.0,84.91,138.01,32.06,23.89
SS2147,,0.0,99.43,163.82,41.1,
SS2148,34.6,0.0,,172.38,,31.45
SS2149,31.8,,105.06,176.62,,29.2
SS214,,1.0,,221.04,60.71,36.02
SS2150,32.0,,105.42,179.08,48.06,29.55
SS2151,29.0,0.0,,171.54,43.89,
SS2152,21.7,0.0,86.84,154.2,46.34,
SS2153,37.2,,99.68,170.3,46.29,26.45
SS2154,33.8,0.0,109.01,,47.98,
SS2155,49.8,0.0,117.63,198.89,52.03,37.85
SS2156,35.7,,104.95,183.79,54.38,32.05
SS2157,18.0,,87.21,148.48,40.66,23.82
SS2158,,,90.76,156.95,43.19,27.2
SS2159,26.0,1.0,90.65,157.34,43.88,28.31
SS215,67.2,1.0,127.39,230.49,58.47,38.29
SS2160,26.2,1.0,88.11,153.96,41.93,27.36
SS2161,25.3,0.0,100.42,160.21,38.04,
SS2162,,1.0,99.55,171.17,46.61,
SS2163,,0.0,108.07,178.96,47.3,31.49
SS2164,39.4,1.0,105.74,184.63,53.15,34.86
SS2165,28.0,,,,40.29,
SS2166,25.5,1.0,94.58,160.07,42.15,25.17
SS2167,28.2,1.0,101.41,166.23,39.74,28.31
SS2168,31.1,0.0,93.95,,43.71,
SS2169,,0.0,108.67,184.96,,30.52
SS216,52.2,1.0,105.03,198.74,,39.18
SS2170,33.5,1.0,106.73,182.12,48.72,
SS2171,,,106.8,,,29.79
SS2172,36.5,0.0,,175.68,54.32,32.9
SS2173,28.7,1.0,109.65,176.64,43.43,27.2
SS2174,33.2,1.0,,179.0,52.73,34.0
SS2175,34.2,,,178.35,48.37,
SS2176,35.0,,,,,33.75
SS2177,25.5,1.0,92.99,166.52,51.0,30.92
SS2178,28.8,1.0,99.22,166.36,43.09,28.96
SS2179,34.5,0.0,104.85,168.67,39.79,28.31
SS217,50.3,1.0,113.75,189.57,48.87,37.3
SS2180,35.0,0.0,,181.02,44.98,
SS2181,34.5,0.0,,187.02,53.39,
SS2182,27.8,1.0,95.26,,39.19,
SS2183,29.2,1.0,100.15,164.51,43.52,
SS2184,38.6,0.0,107.28,185.47,52.79,32.02
SS2185,30.7,0.0,100.61,167.48,42.82,28.66
SS2186,38.7,1.0,111.31,180.97,,31.65
SS2187,31.4,,104.42,181.27,53.18,28.92
SS2188,31.2,0.0,103.48,169.51,43.51,29.03
SS2189,37.4,1.0,,,,32.64
SS218,65.1,1.0,125.81,,64.51,36.02
SS2190,33.5,0.0,,,41.67,30.92
SS2191,26.8,1.0,97.65,165.14,44.96,28.38
SS2192,31.6,1.0,,186.55,,29.21
SS2193,,0.0,,,,
SS2194,,0.0,93.71,154.11,39.38,28.13
SS2195,30.9,0.0,112.92,170.45,34.75,33.41
SS2196,50.2,,103.58,201.68,,
SS2197,25.4,1.0,93.57,158.21,,28.01
SS2198,,,,176.97,,
SS2199,,1.0,107.93,180.81,,
SS219,,0.0,119.23,215.55,63.43,34.56
SS21,,1.0,,,,
SS2200,28.3,1.0,99.75,166.84,45.28,
SS2201,38.3,,,178.62,49.61,30.51
SS2202,25.1,1.0,96.89,157.01,37.15,
SS2203,20.1,,86.08,149.61,42.54,23.75
SS2204,28.5,0.0,,160.82,,28.11
SS2205,28.8,,99.74,166.61,45.06,
SS2206,31.5,0.0,,171.44,,27.92
SS2207,,0.0,108.62,,48.82,34.75
SS2208,29.0,1.0,,,47.88,25.48
SS2209,28.9,0.0,,,43.73,29.13
SS220,61.0,1.0,125.82,214.34,58.33,34.93
SS2210,,0.0,,,,
SS2211,35.4,1.0,104.4,,48.2,
SS2212,20.9,0.0,89.04,,36.11,24.91
SS2213,31.0,,,181.04,44.52,28.83
SS2214,26.1,1.0,96.79,,36.9,25.75
SS2215,34.3,0.0,103.16,178.18,51.82,29.83
SS2216,36.5,,,,,
SS2217,,0.0,109.38,189.04,50.55,28.31
SS2218,35.9,1.0,98.6,189.72,60.07,
SS2219,30.4,1.0,98.98,168.51,46.87,26.89
SS221,57.0,1.0,,210.65,58.42,33.73
SS2220,33.7,1.0,111.03,191.49,54.66,31.57
SS2221,,1.0,100.1,172.05,48.06,27.97
SS2223,,1.0,94.09,164.79,46.51,
SS2224,33.1,1.0,102.95,,50.01,28.38
SS2225,24.2,,93.38,157.25,42.17,23.38
SS2226,23.9,1.0,99.77,165.58,45.12,28.22
SS2227,26.3,1.0,92.3,159.94,,27.21
SS2228,28.3,0.0,,161.01,40.21,28.35
SS2229,22.8,0.0,84.6,,41.18,24.22
SS222,66.8,0.0,111.59,229.42,,43.4
SS2230,24.3,,94.3,152.36,36.83,
SS2231,,0.0,115.54,196.11,,35.46
SS2232,,1.0,102.1,176.5,,28.92
SS2233,33.2,,102.08,176.42,48.78,30.6
SS2234,29.2,,94.32,,45.15,30.6
SS2235,44.2,0.0,109.27,181.52,,31.17
SS2236,,,,158.66,45.58,
SS2237,30.4,0.0,98.2,169.62,46.98,29.98
SS2238,35.6,1.0,113.79,,40.62,31.46
SS2239,34.1,1.0,99.83,169.71,51.63,35.35
SS223,53.2,1.0,,204.79,54.07,34.45
SS2240,37.3,1.0,109.27,187.7,,30.33
SS2241,,1.0,96.67,168.63,47.31,
SS2242,39.7,0.0,106.98,188.76,55.91,
SS2243,35.6,1.0,102.42,179.86,52.39,
SS2244,41.3,0.0,,188.46,52.43,
SS2245,31.1,,,159.83,43.51,31.17
SS2246,30.6,,98.18,169.16,49.21,30.7
SS2247,36.0,0.0,101.77,176.23,49.23,31.19
SS2248,29.9,0.0,100.47,164.45,,26.6
SS2249,21.6,1.0,88.31,151.61,42.76,28.52
SS224,55.7,1.0,115.23,201.26,55.93,35.6
SS2250,33.1,1.0,105.47,175.52,,28.31
SS2251,35.4,1.0,,184.19,51.15,
SS2252,36.0,0.0,,,45.58,31.59
SS2253,24.6,1.0,89.25,149.47,37.42,28.97
SS2254,32.5,1.0,99.97,174.69,52.19,
SS2255,,0.0,100.94,,59.42,34.61
SS2256,,0.0,93.89,175.42,56.65,35.07
SS2257,,1.0,92.98,156.57,,27.36
SS2258,,0.0,89.07,151.65,40.35,
SS2259,36.3,1.0,108.44,191.22,55.58,
SS225,,1.0,,221.69,58.63,37.77
SS2260,34.5,0.0,128.6,,43.73,
SS2261,38.4,0.0,105.73,,47.92,28.47
SS2262,33.4,0.0,95.52,171.26,53.92,39.68
SS2263,31.7,1.0,109.34,174.69,39.86,28.31
SS2264,39.9,1.0,110.23,181.42,46.75,
SS2265,32.8,0.0,99.07,172.81,,
SS2266,30.6,,,170.26,45.57,28.22
SS2267,,,94.65,159.73,41.38,27.37
SS2268,26.0,1.0,94.41,154.55,37.19,30.08
SS2269,26.7,1.0,96.34,157.42,,28.06
SS226,60.4,,119.05,203.24,52.43,36.02
SS2270,23.6,0.0,97.25,157.39,,25.85
SS2271,26.1,1.0,94.69,,48.84,28.99
SS2272,,0.0,100.54,177.83,49.84,32.27
SS2273,22.7,1.0,89.15,147.25,37.4,26.02
SS2274,,,84.94,143.01,36.89,21.57
SS2275,,1.0,101.5,,44.41,29.64
SS2276,24.4,0.0,90.35,156.84,46.58,
SS2277,34.6,0.0,97.75,173.44,52.68,26.89
SS2278,20.4,,91.34,146.09,35.2,24.72
SS2279,30.2,,104.98,,43.79,28.13
SS227,,1.0,114.75,205.85,57.79,32.53
SS2280,41.5,0.0,102.24,,60.11,37.11
SS2281,28.5,,95.13,,48.19,29.2
SS2282,28.4,1.0,98.74,165.04,43.34,
SS2283,25.6,1.0,93.28,154.85,38.01,27.53
SS2284,29.4,0.0,103.41,,,28.98
SS2285,37.2,0.0,,182.07,50.49,27.92
SS2286,30.5,,101.97,175.23,50.94,29.9
SS2287,32.1,1.0,99.14,,53.08,33.95
SS2288,31.7,1.0,102.8,169.09,43.65,
SS2289,31.1,1.0,96.42,164.29,43.84,33.85
SS228,54.3,1.0,112.82,198.17,,33.55
SS2290,,0.0,,173.26,50.6,33.85
SS2291,28.6,0.0,96.54,,41.56,
SS2292,30.6,0.0,101.37,,,28.11
SS2293,25.2,0.0,93.74,154.73,39.26,24.31
SS2294,35.8,0.0,104.17,,,
SS2295,37.0,0.0,,,47.37,31.34
SS2296,19.7,,90.33,,,
SS2297,28.5,1.0,,162.85,40.49,
SS2298,,0.0,102.86,172.18,45.57,27.06
SS2299,32.6,1.0,100.98,182.8,55.84,
SS229,52.3,,,190.23,51.95,35.42
SS22,62.3,1.0,,221.49,62.89,41.37
SS2300,25.8,1.0,97.65,159.84,,28.38
SS2301,32.3,1.0,,177.27,,32.22
SS2302,39.9,1.0,103.0,181.64,57.04,31.8
SS2303,30.1,,102.49,172.56,47.83,28.13
SS2304,37.2,0.0,,182.22,,31.27
SS2305,33.1,,95.01,159.49,41.24,29.07
SS2306,,0.0,106.55,,,29.03
SS2307,35.1,1.0,,169.6,42.09,29.03
SS2308,21.9,1.0,92.37,,35.73,24.15
SS2309,,0.0,98.97,170.68,,
SS230,61.9,1.0,121.12,,48.19,33.44
SS2310,28.1,1.0,,159.38,,
SS2311,29.9,1.0,98.09,,52.08,
SS2312,31.4,0.0,94.75,172.19,,27.1
SS2313,29.5,0.0,94.42,160.48,,27.29
SS2314,24.2,0.0,90.49,152.74,38.0,
SS2315,28.5,1.0,97.5,165.93,46.3,31.15
SS2316,25.1,0.0,89.5,155.95,,27.73
SS2317,25.5,1.0,95.32,160.05,38.89,25.76
SS2318,35.0,0.0,110.15,,47.36,29.11
SS2319,,1.0,87.06,,59.62,34.79
SS231,67.1,1.0,,220.3,57.85,
SS2320,27.4,0.0,90.27,159.08,49.56,28.84
SS2321,32.3,1.0,86.56,,61.67,35.42
SS2322,25.8,1.0,96.01,165.7,45.78,25.66
SS2323,32.8,0.0,98.89,172.92,51.48,
SS2324,31.0,0.0,99.4,171.99,48.86,
SS2325,32.1,,92.0,170.07,,31.2
SS2326,36.7,0.0,,188.06,57.06,31.75
SS2327,36.1,1.0,100.93,184.5,,31.82
SS2328,33.6,0.0,100.31,174.87,49.31,33.87
SS2329,37.8,1.0,105.73,191.52,49.91,33.41
SS232,54.2,1.0,113.49,191.41,50.63,
SS2330,34.5,0.0,100.36,182.38,53.06,
SS2331,41.4,,118.34,,52.39,33.76
SS2332,29.5,0.0,101.81,,48.24,
SS2333,34.5,0.0,105.4,182.95,51.31,29.51
SS2334,41.1,0.0,109.83,190.97,53.73,
SS2335,27.1,1.0,99.24,,40.3,27.36
SS2336,,0.0,99.3,163.28,41.93,26.69
SS2337,23.4,1.0,,169.55,40.33,25.02
SS2338,32.6,,98.24,,42.86,30.25
SS2339,32.2,,105.11,180.36,50.81,28.22
SS233,,1.0,115.33,202.19,55.42,32.86
SS2340,26.2,,92.49,155.45,38.04,25.75
SS2341,,1.0,99.0,169.94,49.13,26.89
SS2342,19.3,0.0,89.24,145.22,36.11,23.47
SS2343,,0.0,89.79,157.26,37.4,21.51
SS2344,28.8,,96.08,,41.68,29.22
SS2345,29.6,1.0,99.67,,,31.57
SS2346,24.6,0.0,,156.57,42.23,27.2
SS2347,36.1,1.0,101.52,170.67,45.54,32.0
SS2348,,0.0,112.27,191.07,,32.41
SS2349,24.4,0.0,90.44,,,
SS234,54.4,1.0,119.06,,,33.39
SS2351,21.8,1.0,,145.75,35.58,
SS2352,24.2,0.0,91.8,156.96,44.11,27.9
SS2353,33.4,1.0,96.14,167.19,46.75,29.76
SS2354,32.3,,105.69,,44.47,27.96
SS2355,30.1,0.0,100.55,169.61,47.51,24.22
SS2356,,,,,,
SS2357,31.7,0.0,100.03,177.87,,27.43
SS2358,,0.0,115.78,192.84,,27.73
SS2359,27.4,0.0,,,43.47,27.68
SS235,,,132.25,227.57,61.53,35.43
SS2360,27.4,,90.29,168.37,54.27,27.29
SS2361,,1.0,87.98,153.96,44.8,24.56
SS2362,36.5,,,,47.34,32.22
SS2363,29.0,,102.16,170.73,44.38,
SS2364,26.1,,90.84,158.32,47.32,29.92
SS2365,,1.0,104.17,169.13,39.46,28.68
SS2366,32.3,,105.64,176.62,47.39,29.67
SS2367,,,93.21,168.22,51.2,
SS2368,31.7,1.0,,170.52,44.76,28.84
SS2369,32.6,,99.38,166.04,,26.89
SS236,58.4,1.0,122.28,221.75,58.45,
SS2370,27.6,1.0,90.97,162.23,51.11,32.29
SS2371,,,103.76,190.46,52.8,35.53
SS2372,28.9,1.0,97.94,156.87,38.28,27.42
SS2373,27.6,1.0,90.95,,46.25,30.6
SS2374,30.0,1.0,,,41.45,28.22
SS2375,31.8,0.0,101.36,162.98,39.39,27.97
SS2376,,1.0,96.84,160.2,,28.34
SS2377,35.7,0.0,,174.42,48.74,
SS2378,23.1,1.0,97.95,160.61,,25.82
SS2379,,,122.57,204.87,,
SS237,,1.0,125.29,212.87,57.68,34.56
SS2380,,0.0,,188.12,66.36,38.71
SS2381,33.9,1.0,104.72,180.23,,31.59
SS2382,27.4,1.0,97.16,161.01,41.9,
SS2383,40.7,0.0,113.58,188.89,54.2,32.19
SS2384,30.3,0.0,94.86,163.0,45.89,
SS2385,25.6,0.0,,155.6,43.95,25.0
SS2386,40.7,0.0,108.27,181.52,48.97,30.08
SS2387,31.6,1.0,100.76,168.46,43.52,32.1
SS2388,32.5,1.0,97.81,166.88,,31.33
SS2389,39.3,0.0,,188.61,56.6,31.13
SS238,57.8,1.0,118.97,,55.72,35.44
SS2390,38.3,,105.69,183.0,47.35,
SS2391,33.1,0.0,101.28,177.78,48.97,27.51
SS2392,30.6,0.0,99.13,168.08,45.33,28.57
SS2393,29.1,1.0,90.63,163.71,,32.08
SS2394,27.2,,96.78,,39.29,28.22
SS2395,36.5,0.0,,180.83,49.19,
SS2396,30.1,1.0,98.08,180.8,46.25,31.1
SS2397,29.8,1.0,93.22,176.56,59.04,
SS2398,21.9,,84.06,147.1,,27.76
SS2399,32.4,0.0,100.37,167.41,42.65,29.67
SS239,78.1,0.0,121.94,217.09,60.39,40.29
SS23,84.7,0.0,128.86,234.08,75.85,
SS2400,29.3,1.0,100.59,168.02,,28.14
SS2401,,0.0,103.93,184.8,54.95,
SS2402,26.4,0.0,96.42,158.94,38.76,27.49
SS2403,33.0,1.0,102.57,174.51,45.75,31.76
SS2404,,0.0,82.01,137.88,34.15,
SS2405,29.4,1.0,97.44,166.7,44.63,30.07
SS2406,34.6,0.0,105.81,185.67,53.11,
SS2407,,0.0,103.19,177.97,51.02,32.22
SS2408,45.2,0.0,,201.9,,36.06
SS2409,,0.0,94.8,162.98,,26.16
SS240,,1.0,122.84,212.4,56.52,37.13
SS2410,22.7,1.0,85.67,147.72,40.72,28.71
SS2411,32.3,,,169.83,46.14,30.53
SS2412,,1.0,90.23,171.76,44.12,28.0
SS2413,23.7,0.0,95.7,,37.9,25.68
SS2414,30.2,1.0,,167.61,,31.17
SS2415,33.9,0.0,101.2,168.0,,27.37
SS2416,30.6,0.0,101.85,171.59,46.61,28.31
SS2417,23.6,0.0,92.34,158.26,42.9,24.87
SS2418,,0.0,99.84,176.79,,33.44
SS2419,33.1,0.0,103.44,174.37,43.35,27.28
SS241,59.2,1.0,141.93,223.48,53.21,43.53
SS2420,31.7,1.0,102.4,175.61,,
SS2421,29.1,0.0,92.41,164.78,46.2,30.72
SS2422,25.7,0.0,,153.48,39.38,28.35
SS2423,,,95.48,154.8,38.58,26.69
SS2424,32.8,1.0,96.47,171.44,51.92,33.55
SS2425,31.1,1.0,99.06,167.6,44.1,31.13
SS2426,,,101.2,177.14,50.93,32.76
SS2427,32.2,1.0,,,42.86,
SS2428,35.2,0.0,105.48,177.79,49.4,
SS2429,29.7,0.0,99.55,164.07,40.67,28.35
SS242,62.1,1.0,121.39,206.47,53.73,37.63
SS2430,28.8,1.0,100.75,,48.33,27.85
SS2431,29.5,,100.5,172.32,46.34,26.22
SS2432,,0.0,86.18,153.34,43.94,31.99
SS2433,,1.0,105.81,,47.49,31.89
SS2434,28.3,1.0,88.19,154.43,,
SS2435,,1.0,98.2,160.04,38.38,26.67
SS2436,34.9,1.0,106.08,,43.73,27.97
SS2437,28.7,1.0,95.0,155.81,40.8,28.57
SS2438,,1.0,99.8,,45.76,32.6
SS2439,26.4,1.0,95.48,,42.23,26.69
SS243,63.7,1.0,123.69,214.82,56.95,
SS2440,36.1,0.0,102.98,182.43,56.56,31.34
SS2441,26.1,1.0,94.15,157.32,,28.8
SS2442,,0.0,97.66,166.98,46.32,31.45
SS2443,27.2,0.0,98.95,,,
SS2444,26.2,,104.21,168.75,40.26,28.61
SS2445,29.4,1.0,96.91,166.71,43.86,27.29
SS2446,,1.0,107.98,180.93,,33.25
SS2447,39.5,1.0,,181.92,48.83,32.12
SS2448,36.6,0.0,100.1,179.26,51.85,
SS2449,32.4,,111.99,184.19,47.51,29.35
SS244,,,107.02,,51.44,36.07
SS2450,46.9,,105.82,,,37.66
SS2451,,0.0,95.81,,43.0,28.31
SS2452,27.3,,,,43.59,31.51
SS2453,,1.0,,162.27,47.32,34.75
SS2454,20.6,1.0,91.78,,42.35,24.91
SS2455,,1.0,,171.92,,29.91
SS2456,38.7,0.0,105.63,179.99,51.12,
SS2457,25.9,1.0,,162.88,43.45,27.53
SS2458,33.5,0.0,97.89,168.38,47.27,31.59
SS2459,34.9,,106.96,179.91,48.51,26.67
SS245,66.1,1.0,134.42,230.63,67.61,39.54
SS2460,27.8,1.0,101.53,167.77,44.48,
SS2461,32.7,1.0,95.58,159.82,41.78,28.52
SS2462,23.3,0.0,,,,25.0
SS2463,,0.0,103.32,176.89,45.51,31.27
SS2464,36.4,,106.55,,47.32,30.25
SS2466,23.8,1.0,95.64,157.34,40.65,24.55
SS2467,19.6,1.0,75.8,140.48,43.32,25.45
SS2468,27.3,0.0,90.52,161.85,,29.91
SS2469,20.7,1.0,86.32,152.27,45.38,26.5
SS246,62.8,1.0,129.39,,61.62,34.56
SS2470,36.9,0.0,106.62,184.95,52.52,29.75
SS2471,26.8,,96.03,164.89,,
SS2472,29.5,1.0,100.45,163.55,,25.85
SS2473,31.8,,100.27,166.36,43.18,27.85
SS2474,27.4,0.0,,167.14,46.65,
SS2475,41.5,0.0,,174.18,,
SS2476,40.7,1.0,,,,
SS2477,44.2,0.0,108.94,,52.16,30.33
SS2478,28.1,0.0,100.17,171.13,49.1,27.2
SS2479,26.4,,98.85,168.36,48.21,28.57
SS247,71.6,0.0,117.45,212.5,65.27,35.8
SS2480,29.6,0.0,,172.4,40.91,28.35
SS2481,35.2,1.0,,176.16,,33.27
SS2482,28.8,1.0,,153.61,42.94,28.4
SS2483,27.6,1.0,92.32,159.45,,26.78
SS2484,33.0,1.0,103.92,172.15,45.82,
SS2485,22.9,1.0,90.89,152.68,38.73,25.75
SS2486,25.6,0.0,94.8,,42.05,
SS2487,30.3,0.0,97.13,165.5,42.95,26.02
SS2488,30.0,1.0,99.18,161.44,38.31,29.22
SS2489,,1.0,113.15,192.5,54.49,
SS248,53.4,1.0,107.41,193.56,53.79,34.82
SS2490,,1.0,106.1,171.17,,28.53
SS2491,27.5,1.0,96.56,158.64,,29.31
SS2492,,1.0,89.01,150.0,40.34,26.44
SS2493,29.2,,97.51,162.27,40.94,27.28
SS2494,43.8,0.0,109.93,183.14,45.29,32.97
SS2495,,0.0,98.65,,,26.89
SS2496,33.9,,106.35,176.44,43.08,30.34
SS2497,24.3,0.0,96.12,,38.55,
SS2498,31.1,0.0,105.53,172.6,42.2,
SS2499,,1.0,110.17,187.79,,30.92
SS249,46.6,1.0,110.55,182.27,,34.44
SS24,50.4,1.0,127.24,,,34.06
SS2500,30.9,0.0,96.08,161.33,41.52,27.66
SS2501,,1.0,94.45,,42.48,30.99
SS2502,28.8,1.0,98.68,,44.18,28.49
SS2503,,1.0,89.92,,37.3,26.52
