ID,bw,SEX,al,bl,cl,ch
SS1259,50.2,1,106.2,192.66,57.26,40.23
SS125,59.2,1,108.69,191.24,54.93,33.03
SS1260,52.4,1,119.11,205.02,61.19,35.53
SS1261,53.1,1,118.42,207.91,61.88,38.16
SS1262,45.4,1,123.18,206.37,54.92,40.37
SS1263,48.3,0,114.63,198.28,55.8,37.15
SS1264,44,1,108.69,190.23,54.59,36.47
SS1265,51.4,1,125.57,211.17,56.24,34.74
SS1266,37,1,109.95,188.56,55.41,31.28
SS1267,51.3,0,116.66,205.77,60.34,32.9
SS1268,40,1,101.66,181.75,54.8,36.69
SS1269,55.6,0,118.79,216.52,64.17,32.19
SS126,64.7,1,130.54,226.87,65.35,36.85
SS1270,42.5,1,102.87,185.8,56.25,37.19
SS1271,47.8,1,119.86,200.96,56.22,34.9
SS1272,40.4,1,103.97,173.99,47.59,34.05
SS1273,45.3,1,112.41,197.9,58.52,36.88
SS1274,51.4,1,111.21,206.04,65.9,37.5
SS1275,45.7,1,109.04,193.78,58.9,34.79
SS1276,45.5,1,107.38,184.81,47.62,35.28
SS1277,45.3,1,106.56,172.51,42.16,33.47
SS1278,36.8,1,103.46,186.35,58.38,33.09
SS1279,54.1,0,118.99,195.84,51.82,34.38
SS127,78.6,1,143.2,251.47,75.38,42.89
SS1280,35.2,1,103.94,177.45,48.63,32.27
SS1281,51.4,0,114.89,199.45,56.81,32.29
SS1282,46.5,0,121.98,193.92,45.34,31.03
SS1283,53.1,0,124.16,212.12,62.55,33.06
SS1284,38.1,0,103.81,184.44,54.85,34.16
SS1285,48.3,1,116.47,196.36,53.66,33.61
SS1286,45.9,1,112.72,195.47,57.26,34.6
SS1287,,0,,,,
SS1288,62.9,0,120.01,210.3,64.03,34.89
SS1289,48.1,1,112.07,199.98,61.35,36.69
SS128,60.4,1,122.41,215.38,59.95,40.33
SS1290,47.9,0,112.05,186.5,49,31.17
SS1291,49.2,0,117.66,198.67,54.08,32.22
SS1292,60.3,0,120.64,213.5,62.36,35.26
SS1293,53,0,117.66,202.08,60.13,31.76
SS1294,49.4,1,109.65,194.71,56.87,34.5
SS1295,,1,,,,
SS1296,44.8,1,106.47,190.92,59.45,37.67
SS1297,62.4,0,124.84,220.54,65.7,38.02
SS1298,46,1,112.38,193.12,54.3,34.11
SS1299,41.2,1,111.33,189.53,53.06,33.14
SS129,62.5,1,113.9,199.23,54.89,37.77
SS12,61.8,1,135.64,228,60.98,41.07
SS1300,46.5,1,114.19,199.14,57.45,33.51
SS1301,55.5,0,119.11,208.34,61.7,31.97
SS1302,52.1,1,114.51,205.62,60.94,36.14
SS1303,54.2,1,122.65,211.19,60.97,38.02
SS1304,56.5,0,120.35,212.46,64.95,36.08
SS1305,52.5,1,123.79,212.1,60.87,35.66
SS1306,,0,,,,
SS1307,44.3,1,120.45,195.48,52.26,32.16
SS1308,50.2,1,120.1,205.11,61.61,34.16
SS1309,70.3,0,117.64,228.69,80.79,42.56
SS130,52.7,1,118.7,210.04,48.1,34.64
SS1310,57,0,122.59,205.23,59.01,35.25
SS1311,42.2,1,116.41,200.3,56.36,31.96
SS1312,47.4,1,107.1,188.05,56.37,33.69
SS1313,76.3,0,130.39,230.58,69.03,41.44
SS1314,51.1,0,117.53,189.42,43.67,33.95
SS1315,51.6,1,122.44,207.31,57.45,32.97
SS1317,49.4,0,119.36,207.05,59.98,32.76
SS1318,50.7,1,117.8,203.33,60.99,36.14
SS1319,36.8,1,109.21,187.72,55.05,31.8
SS131,60.4,1,120.57,213.32,57.72,36.28
SS1320,49.1,1,111.34,197.23,58.95,34.58
SS1321,40.8,1,111.66,189.89,51.29,30.62
SS1322,42,0,113.42,192.17,51.46,32.08
SS1323,43.7,1,112.6,198.22,59.33,33.75
SS1324,50.6,1,115.3,196.64,55.9,34.76
SS1325,60.5,0,121.85,213.11,64.53,34.11
SS1326,43.7,1,111.2,187.95,53.61,29.83
SS1327,60,0,116.16,207.01,62.6,37.5
SS1328,45.9,0,111.31,193.99,58.92,30.08
SS1329,56.4,0,122.37,220.65,69.44,38.35
SS132,91.5,0,129.1,233.3,66.53,40.24
SS1330,45.6,0,118.23,198.72,54.05,32.43
SS1331,45.4,1,118.28,200.05,53.24,32.29
SS1332,44.5,0,117.25,201.61,55.78,34.63
SS1333,53.3,1,124.67,203.94,56.51,39.5
SS1334,51.2,1,123.45,209.18,56.91,33.54
SS1335,50.1,1,119.97,205.85,59.87,33.61
SS1336,46.7,1,116.33,202.86,59.55,36.31
SS1337,51.8,0,115.51,201.86,59.93,33.76
SS1338,46.5,1,118.81,198.84,56.27,34.34
