ID,bw,SEX,al,bl,cl,ch
SS2123,27.2,0,92.89,157.14,41.86,25.13
SS2124,36.9,0,102.82,172.63,46.85,32.16
SS2125,25.5,1,92.15,157.17,42.69,25.85
SS2126,21.5,1,86.23,147.67,39,26.78
SS2127,26.6,1,94.62,158.82,40.99,27.14
SS2128,27.2,1,98.53,162.32,41.48,30.7
SS2129,33.5,0,98.12,168.99,46.36,30.6
SS212,66,1,123.8,225.43,66.66,36.25
SS2130,36.1,0,103.73,181.83,51.94,30.92
SS2131,28,1,94.15,156.75,39.68,27.14
SS2132,32.7,1,103.21,172.89,46.88,28.79
SS2133,37,0,109.44,183.59,47.89,32.9
SS2134,46.8,1,112.88,193.3,51.78,34.16
SS2135,36.2,0,103.27,174.78,47.31,27.49
SS2136,20.8,1,89.23,150.1,40.8,27.2
SS2137,43.9,0,112.77,195.99,56.87,29.75
SS2138,24.9,1,95.74,160.42,41.3,27.58
SS2139,33.8,1,104.82,173.1,44.33,32.41
SS213,51.4,1,123.25,210.85,52.5,35.75
SS2140,33.3,1,104.85,176.67,47.18,29.22
SS2141,38.3,1,107.74,184.98,51.31,30.81
SS2142,26.3,0,91.58,153.66,38.43,26.6
SS2143,22.8,1,99.2,159.02,38.02,24.96
SS2144,39.1,0,114.62,187.6,46.82,31.84
SS2145,29.5,1,98.08,161.33,39.57,27.53
SS2146,19.4,1,84.91,138.01,32.06,23.89
SS2147,29.6,0,99.43,163.82,41.1,29.2
SS2148,34.6,0,101.06,172.38,48.69,31.45
SS2149,31.8,1,105.06,176.62,47.35,29.2
SS214,61.3,1,124.92,221.04,60.71,36.02
SS2150,32,1,105.42,179.08,48.06,29.55
SS2151,29,0,102.2,171.54,43.89,28.98
SS2152,21.7,0,86.84,154.2,46.34,25.18
SS2153,37.2,0,99.68,170.3,46.29,26.45
SS2154,33.8,0,109.01,182.69,47.98,31.57
SS2155,49.8,0,117.63,198.89,52.03,37.85
SS2156,35.7,1,104.95,183.79,54.38,32.05
SS2157,18,1,87.21,148.48,40.66,23.82
SS2158,23.5,1,90.76,156.95,43.19,27.2
SS2159,26,1,90.65,157.34,43.88,28.31
SS215,67.2,1,127.39,230.49,58.47,38.29
SS2160,26.2,1,88.11,153.96,41.93,27.36
SS2161,25.3,0,100.42,160.21,38.04,27.53
SS2162,29.7,1,99.55,171.17,46.61,27.54
SS2163,39.7,0,108.07,178.96,47.3,31.49
SS2164,39.4,1,105.74,184.63,53.15,34.86
SS2165,28,0,91.43,152.38,40.29,28.52
SS2166,25.5,1,94.58,160.07,42.15,25.17
SS2167,28.2,1,101.41,166.23,39.74,28.31
SS2168,31.1,0,93.95,165.52,43.71,28.31
SS2169,41.4,0,108.67,184.96,51.31,30.52
SS216,52.2,1,105.03,198.74,66.76,39.18
SS2170,33.5,1,106.73,182.12,48.72,29.95
SS2171,33.8,1,106.8,176.11,44.85,29.79
SS2172,36.5,0,96.73,175.68,54.32,32.9
SS2173,28.7,1,109.65,176.64,43.43,27.2
SS2174,33.2,1,102.67,179,52.73,34
SS2175,34.2,1,105.03,178.35,48.37,27.26
SS2176,35,0,94.49,180.03,61.61,33.75
SS2177,25.5,1,92.99,166.52,51,30.92
SS2178,28.8,1,99.22,166.36,43.09,28.96
SS2179,34.5,0,104.85,168.67,39.79,28.31
SS217,50.3,1,113.75,189.57,48.87,37.3
SS2180,35,0,110.46,181.02,44.98,31.57
SS2181,34.5,0,108.69,187.02,53.39,32.67
SS2182,27.8,1,95.26,160.89,39.19,26.89
SS2183,29.2,1,100.15,164.51,43.52,26.69
SS2184,38.6,0,107.28,185.47,52.79,32.02
SS2185,30.7,0,100.61,167.48,42.82,28.66
SS2186,38.7,1,111.31,180.97,48.01,31.65
SS2187,31.4,1,104.42,181.27,53.18,28.92
SS2188,31.2,0,103.48,169.51,43.51,29.03
SS2189,37.4,1,107.95,179.44,47.4,32.64
SS218,65.1,1,125.81,221.59,64.51,36.02
SS2190,33.5,0,113.45,178.58,41.67,30.92
SS2191,26.8,1,97.65,165.14,44.96,28.38
SS2192,31.6,1,105.84,186.55,53.92,29.21
SS2193,,0,,,,
SS2194,27.1,0,93.71,154.11,39.38,28.13
SS2195,30.9,0,112.92,170.45,34.75,33.41
SS2196,50.2,0,103.58,201.68,72.24,38.88
SS2197,25.4,1,93.57,158.21,44.49,28.01
SS2198,32.9,1,104,176.97,47.19,28.22
SS2199,36.2,1,107.93,180.81,49.75,29.87
SS219,67.2,0,119.23,215.55,63.43,34.56
SS21,,1,,,,
SS2200,28.3,1,99.75,166.84,45.28,25.39
SS2201,38.3,0,105.09,178.62,49.61,30.51
SS2202,25.1,1,96.89,157.01,37.15,26.89
SS2203,20.1,1,86.08,149.61,42.54,23.75
SS2204,28.5,0,99.95,160.82,37.74,28.11
SS2205,28.8,1,99.74,166.61,45.06,26.57
SS2206,31.5,0,100.85,171.44,46.29,27.92
SS2207,44.8,0,108.62,187.71,48.82,34.75
SS2208,29,1,102.04,172.37,47.88,25.48
SS2209,28.9,0,104.87,171.71,43.73,29.13
SS220,61,1,125.82,214.34,58.33,34.93
SS2210,,0,,,,
SS2211,35.4,1,104.4,177.45,48.2,32.62
SS2212,20.9,0,89.04,146.15,36.11,24.91
SS2213,31,1,109.81,181.04,44.52,28.83
SS2214,26.1,1,96.79,158.17,36.9,25.75
SS2215,34.3,0,103.16,178.18,51.82,29.83
SS2216,36.5,0,109.91,178.48,46.85,31.45
SS2217,36.6,0,109.38,189.04,50.55,28.31
SS2218,35.9,1,98.6,189.72,60.07,38.68
SS2219,30.4,1,98.98,168.51,46.87,26.89
SS221,57,1,120.6,210.65,58.42,33.73
SS2220,33.7,1,111.03,191.49,54.66,31.57
SS2221,29.8,1,100.1,172.05,48.06,27.97
SS2223,31.3,1,94.09,164.79,46.51,29.49
SS2224,33.1,1,102.95,174.68,50.01,28.38
SS2225,24.2,1,93.38,157.25,42.17,23.38
SS2226,23.9,1,99.77,165.58,45.12,28.22
SS2227,26.3,1,92.3,159.94,45.05,27.21
SS2228,28.3,0,97.54,161.01,40.21,28.35
SS2229,22.8,0,84.6,148.19,41.18,24.22
SS222,66.8,0,111.59,229.42,74.71,43.4
SS2230,24.3,1,94.3,152.36,36.83,25.9
SS2231,46.6,0,115.54,196.11,56.11,35.46
SS2232,30.4,1,102.1,176.5,50.98,28.92
SS2233,33.2,1,102.08,176.42,48.78,30.6
SS2234,29.2,0,94.32,159.4,45.15,30.6
SS2235,44.2,0,109.27,181.52,45.65,31.17
SS2236,25.6,1,92.6,158.66,45.58,27.1
SS2237,30.4,0,98.2,169.62,46.98,29.98
SS2238,35.6,1,113.79,178.32,40.62,31.46
SS2239,34.1,1,99.83,169.71,51.63,35.35
SS223,53.2,1,117.4,204.79,54.07,34.45
SS2240,37.3,1,109.27,187.7,52.09,30.33
SS2241,27.1,1,96.67,168.63,47.31,24.19
SS2242,39.7,0,106.98,188.76,55.91,32.9
SS2243,35.6,1,102.42,179.86,52.39,29.67
SS2244,41.3,0,112.3,188.46,52.43,29.87
SS2245,31.1,0,93.07,159.83,43.51,31.17
SS2246,30.6,0,98.18,169.16,49.21,30.7
SS2247,36,0,101.77,176.23,49.23,31.19
SS2248,29.9,0,100.47,164.45,43.44,26.6
SS2249,21.6,1,88.31,151.61,42.76,28.52
SS224,55.7,1,115.23,201.26,55.93,35.6
SS2250,33.1,1,105.47,175.52,44.97,28.31
SS2251,35.4,1,107.01,184.19,51.15,29.75
SS2252,36,0,106.75,178.16,45.58,31.59
SS2253,24.6,1,89.25,149.47,37.42,28.97
SS2254,32.5,1,99.97,174.69,52.19,32.56
SS2255,34,0,100.94,184.24,59.42,34.61
SS2256,33.1,0,93.89,175.42,56.65,35.07
SS2257,25.4,1,92.98,156.57,41.52,27.36
SS2258,23.4,0,89.07,151.65,40.35,28.11
SS2259,36.3,1,108.44,191.22,55.58,32.05
SS225,67.7,1,128.92,221.69,58.63,37.77
SS2260,34.5,0,128.6,197.25,43.73,28.52
SS2261,38.4,0,105.73,177.3,47.92,28.47
SS2262,33.4,0,95.52,171.26,53.92,39.68
SS2263,31.7,1,109.34,174.69,39.86,28.31
SS2264,39.9,1,110.23,181.42,46.75,31.45
SS2265,32.8,0,99.07,172.81,52.36,32.12
SS2266,30.6,0,104.23,170.26,45.57,28.22
SS2267,24.2,1,94.65,159.73,41.38,27.37
SS2268,26,1,94.41,154.55,37.19,30.08
SS2269,26.7,1,96.34,157.42,39.27,28.06
SS226,60.4,1,119.05,203.24,52.43,36.02
SS2270,23.6,0,97.25,157.39,36.96,25.85
SS2271,26.1,1,94.69,166.23,48.84,28.99
SS2272,35.7,0,100.54,177.83,49.84,32.27
SS2273,22.7,1,89.15,147.25,37.4,26.02
SS2274,19.5,1,84.94,143.01,36.89,21.57
SS2275,31.5,1,101.5,175.97,44.41,29.64
SS2276,24.4,0,90.35,156.84,46.58,23.31
SS2277,34.6,0,97.75,173.44,52.68,26.89
SS2278,20.4,1,91.34,146.09,35.2,24.72
SS2279,30.2,1,104.98,171.48,43.79,28.13
SS227,53.9,1,114.75,205.85,57.79,32.53
SS2280,41.5,0,102.24,191.27,60.11,37.11
SS2281,28.5,0,95.13,167.17,48.19,29.2
SS2282,28.4,1,98.74,165.04,43.34,26.06
SS2283,25.6,1,93.28,154.85,38.01,27.53
SS2284,29.4,0,103.41,171.24,47.8,28.98
SS2285,37.2,0,106.28,182.07,50.49,27.92
SS2286,30.5,1,101.97,175.23,50.94,29.9
SS2287,32.1,1,99.14,175.47,53.08,33.95
SS2288,31.7,1,102.8,169.09,43.65,31.51
SS2289,31.1,1,96.42,164.29,43.84,33.85
SS228,54.3,1,112.82,198.17,54.56,33.55
SS2290,35.1,0,99.06,173.26,50.6,33.85
SS2291,28.6,0,96.54,157.35,41.56,27.2
SS2292,30.6,0,101.37,175.55,49.28,28.11
SS2293,25.2,0,93.74,154.73,39.26,24.31
SS2294,35.8,0,104.17,174.84,47.41,31.33
SS2295,37,0,108.42,177.32,47.37,31.34
SS2296,19.7,1,90.33,157.21,44.88,25.59
SS2297,28.5,1,98.5,162.85,40.49,26.44
SS2298,30.9,0,102.86,172.18,45.57,27.06
SS2299,32.6,1,100.98,182.8,55.84,33.85
SS229,52.3,1,109.07,190.23,51.95,35.42
SS22,62.3,1,134.21,221.49,62.89,41.37
SS2300,25.8,1,97.65,159.84,36.53,28.38
SS2301,32.3,1,107.94,177.27,44.75,32.22
SS2302,39.9,1,103,181.64,57.04,31.8
SS2303,30.1,1,102.49,172.56,47.83,28.13
SS2304,37.2,0,106.31,182.22,48.87,31.27
SS2305,33.1,0,95.01,159.49,41.24,29.07
SS2306,34.5,0,106.55,175.03,44.98,29.03
SS2307,35.1,1,100.94,169.6,42.09,29.03
SS2308,21.9,1,92.37,147.81,35.73,24.15
SS2309,34.8,0,98.97,170.68,48.57,33.75
SS230,61.9,1,121.12,199.79,48.19,33.44
SS2310,28.1,1,95.6,159.38,40.74,24.15
SS2311,29.9,1,98.09,173.88,52.08,29.91
SS2312,31.4,0,94.75,172.19,51.67,27.1
SS2313,29.5,0,94.42,160.48,43.27,27.29
SS2314,24.2,0,90.49,152.74,38,24.56
SS2315,28.5,1,97.5,165.93,46.3,31.15
SS2316,25.1,0,89.5,155.95,44.07,27.73
SS2317,25.5,1,95.32,160.05,38.89,25.76
SS2318,35,0,110.15,184.09,47.36,29.11
SS2319,28.2,1,87.06,169.27,59.62,34.79
SS231,67.1,1,124.24,220.3,57.85,40.06
SS2320,27.4,0,90.27,159.08,49.56,28.84
SS2321,32.3,1,86.56,171.65,61.67,35.42
SS2322,25.8,1,96.01,165.7,45.78,25.66
SS2323,32.8,0,98.89,172.92,51.48,32.26
SS2324,31,0,99.4,171.99,48.86,31.33
SS2325,32.1,0,92,170.07,57.38,31.2
SS2326,36.7,0,106.79,188.06,57.06,31.75
SS2327,36.1,1,100.93,184.5,54.45,31.82
SS2328,33.6,0,100.31,174.87,49.31,33.87
SS2329,37.8,1,105.73,191.52,49.91,33.41
SS232,54.2,1,113.49,191.41,50.63,34.76
SS2330,34.5,0,100.36,182.38,53.06,30.6
SS2331,41.4,1,118.34,197.72,52.39,33.76
SS2332,29.5,0,101.81,175.68,48.24,31.49
SS2333,34.5,0,105.4,182.95,51.31,29.51
SS2334,41.1,0,109.83,190.97,53.73,30.51
SS2335,27.1,1,99.24,173.1,40.3,27.36
SS2336,28.2,0,99.3,163.28,41.93,26.69
SS2337,23.4,1,91.47,169.55,40.33,25.02
SS2338,32.6,0,98.24,164.13,42.86,30.25
SS2339,32.2,1,105.11,180.36,50.81,28.22
SS233,59.1,1,115.33,202.19,55.42,32.86
SS2340,26.2,1,92.49,155.45,38.04,25.75
SS2341,30.9,1,99,169.94,49.13,26.89
SS2342,19.3,0,89.24,145.22,36.11,23.47
SS2343,23.1,0,89.79,157.26,37.4,21.51
SS2344,28.8,0,96.08,162.42,41.68,29.22
SS2345,29.6,1,99.67,166.56,42.98,31.57
SS2346,24.6,0,89.47,156.57,42.23,27.2
SS2347,36.1,1,101.52,170.67,45.54,32
SS2348,44,0,112.27,191.07,52.25,32.41
SS2349,24.4,0,90.44,155.42,42.17,27.37
SS234,54.4,1,119.06,201.34,53.08,33.39
SS2351,21.8,1,88.02,145.75,35.58,25.76
SS2352,24.2,0,91.8,156.96,44.11,27.9
SS2353,33.4,1,96.14,167.19,46.75,29.76
SS2354,32.3,1,105.69,173.03,44.47,27.96
SS2355,30.1,0,100.55,169.61,47.51,24.22
SS2356,,0,,,,
SS2357,31.7,0,100.03,177.87,51.92,27.43
SS2358,42.8,0,115.78,192.84,51.39,27.73
SS2359,27.4,0,95.28,161,43.47,27.68
SS235,72.2,1,132.25,227.57,61.53,35.43
SS2360,27.4,0,90.29,168.37,54.27,27.29
SS2361,23,1,87.98,153.96,44.8,24.56
SS2362,36.5,0,109.37,182.19,47.34,32.22
SS2363,29,0,102.16,170.73,44.38,29.64
SS2364,26.1,1,90.84,158.32,47.32,29.92
SS2365,29.2,1,104.17,169.13,39.46,28.68
SS2366,32.3,1,105.64,176.62,47.39,29.67
SS2367,30.6,1,93.21,168.22,51.2,32.29
SS2368,31.7,1,103.02,170.52,44.76,28.84
SS2369,32.6,0,99.38,166.04,43.08,26.89
SS236,58.4,1,122.28,221.75,58.45,34.91
SS2370,27.6,1,90.97,162.23,51.11,32.29
SS2371,36.5,1,103.76,190.46,52.8,35.53
SS2372,28.9,1,97.94,156.87,38.28,27.42
SS2373,27.6,1,90.95,160.36,46.25,30.6
SS2374,30,1,101.01,164.95,41.45,28.22
SS2375,31.8,0,101.36,162.98,39.39,27.97
SS2376,26.3,1,96.84,160.2,45.34,28.34
SS2377,35.7,0,98.65,174.42,48.74,32.6
SS2378,23.1,1,97.95,160.61,40.85,25.82
SS2379,42.1,1,122.57,204.87,56.66,37.99
SS237,58.3,1,125.29,212.87,57.68,34.56
SS2380,37.3,0,98.57,188.12,66.36,38.71
SS2381,33.9,1,104.72,180.23,53.82,31.59
SS2382,27.4,1,97.16,161.01,41.9,28.99
SS2383,40.7,0,113.58,188.89,54.2,32.19
SS2384,30.3,0,94.86,163,45.89,29.67
SS2385,25.6,0,94.37,155.6,43.95,25
SS2386,40.7,0,108.27,181.52,48.97,30.08
SS2387,31.6,1,100.76,168.46,43.52,32.1
SS2388,32.5,1,97.81,166.88,46.52,31.33
SS2389,39.3,0,106.04,188.61,56.6,31.13
SS238,57.8,1,118.97,207.06,55.72,35.44
SS2390,38.3,1,105.69,183,47.35,35.27
SS2391,33.1,0,101.28,177.78,48.97,27.51
SS2392,30.6,0,99.13,168.08,45.33,28.57
SS2393,29.1,1,90.63,163.71,47.18,32.08
SS2394,27.2,1,96.78,161.17,39.29,28.22
SS2395,36.5,0,106.94,180.83,49.19,32.84
SS2396,30.1,1,98.08,180.8,46.25,31.1
SS2397,29.8,1,93.22,176.56,59.04,33.65
SS2398,21.9,1,84.06,147.1,43.27,27.76
SS2399,32.4,0,100.37,167.41,42.65,29.67
SS239,78.1,0,121.94,217.09,60.39,40.29
SS23,84.7,0,128.86,234.08,75.85,43.75
SS2400,29.3,1,100.59,168.02,43.21,28.14
SS2401,38.5,0,103.93,184.8,54.95,33.09
SS2402,26.4,0,96.42,158.94,38.76,27.49
SS2403,33,1,102.57,174.51,45.75,31.76
SS2404,17.8,0,82.01,137.88,34.15,23.48
SS2405,29.4,1,97.44,166.7,44.63,30.07
SS2406,34.6,0,105.81,185.67,53.11,34.64
SS2407,34.2,0,103.19,177.97,51.02,32.22
SS2408,45.2,0,116.73,201.9,59.92,36.06
SS2409,27.4,0,94.8,162.98,46.42,26.16
SS240,57.3,1,122.84,212.4,56.52,37.13
SS2410,22.7,1,85.67,147.72,40.72,28.71
SS2411,32.3,0,100.69,169.83,46.14,30.53
SS2412,22.2,1,90.23,171.76,44.12,28
SS2413,23.7,0,95.7,156.52,37.9,25.68
SS2414,30.2,1,101.7,167.61,41.93,31.17
SS2415,33.9,0,101.2,168,41.61,27.37
SS2416,30.6,0,101.85,171.59,46.61,28.31
SS2417,23.6,0,92.34,158.26,42.9,24.87
SS2418,32.1,0,99.84,176.79,51.7,33.44
SS2419,33.1,0,103.44,174.37,43.35,27.28
SS241,59.2,1,141.93,223.48,53.21,43.53
SS2420,31.7,1,102.4,175.61,48.98,28.21
SS2421,29.1,0,92.41,164.78,46.2,30.72
SS2422,25.7,0,91.21,153.48,39.38,28.35
SS2423,24.5,0,95.48,154.8,38.58,26.69
SS2424,32.8,1,96.47,171.44,51.92,33.55
SS2425,31.1,1,99.06,167.6,44.1,31.13
SS2426,37.9,0,101.2,177.14,50.93,32.76
SS2427,32.2,1,103.93,170.58,42.86,29.52
SS2428,35.2,0,105.48,177.79,49.4,28.81
SS2429,29.7,0,99.55,164.07,40.67,28.35
SS242,62.1,1,121.39,206.47,53.73,37.63
SS2430,28.8,1,100.75,173.03,48.33,27.85
SS2431,29.5,0,100.5,172.32,46.34,26.22
SS2432,26.1,0,86.18,153.34,43.94,31.99
SS2433,36.1,1,105.81,181.74,47.49,31.89
SS2434,28.3,1,88.19,154.43,46.06,31.09
SS2435,27.7,1,98.2,160.04,38.38,26.67
SS2436,34.9,1,106.08,175.63,43.73,27.97
SS2437,28.7,1,95,155.81,40.8,28.57
SS2438,34.1,1,99.8,173.04,45.76,32.6
SS2439,26.4,1,95.48,165.29,42.23,26.69
SS243,63.7,1,123.69,214.82,56.95,36.28
SS2440,36.1,0,102.98,182.43,56.56,31.34
SS2441,26.1,1,94.15,157.32,42.19,28.8
SS2442,29.8,0,97.66,166.98,46.32,31.45
SS2443,27.2,0,98.95,164.74,42.17,27.29
SS2444,26.2,1,104.21,168.75,40.26,28.61
SS2445,29.4,1,96.91,166.71,43.86,27.29
SS2446,36.7,1,107.98,180.93,48.99,33.25
SS2447,39.5,1,108.4,181.92,48.83,32.12
SS2448,36.6,0,100.1,179.26,51.85,32.96
SS2449,32.4,1,111.99,184.19,47.51,29.35
SS244,53.3,1,107.02,188.33,51.44,36.07
SS2450,46.9,0,105.82,187.71,55.03,37.66
SS2451,26.7,0,95.81,161.54,43,28.31
SS2452,27.3,1,100.34,168.24,43.59,31.51
SS2453,28,1,90.55,162.27,47.32,34.75
SS2454,20.6,1,91.78,156.05,42.35,24.91
SS2455,30.9,1,101.08,171.92,47.06,29.91
SS2456,38.7,0,105.63,179.99,51.12,28.82
SS2457,25.9,1,96.28,162.88,43.45,27.53
SS2458,33.5,0,97.89,168.38,47.27,31.59
SS2459,34.9,0,106.96,179.91,48.51,26.67
SS245,66.1,1,134.42,230.63,67.61,39.54
SS2460,27.8,1,101.53,167.77,44.48,27.37
SS2461,32.7,1,95.58,159.82,41.78,28.52
SS2462,23.3,0,89.43,148.59,37.03,25
SS2463,32.8,0,103.32,176.89,45.51,31.27
SS2464,36.4,1,106.55,179.6,47.32,30.25
SS2466,23.8,1,95.64,157.34,40.65,24.55
SS2467,19.6,1,75.8,140.48,43.32,25.45
SS2468,27.3,0,90.52,161.85,49.78,29.91
SS2469,20.7,1,86.32,152.27,45.38,26.5
SS246,62.8,1,129.39,218.47,61.62,34.56
SS2470,36.9,0,106.62,184.95,52.52,29.75
SS2471,26.8,0,96.03,164.89,45.67,28.22
SS2472,29.5,1,100.45,163.55,40.09,25.85
SS2473,31.8,0,100.27,166.36,43.18,27.85
SS2474,27.4,0,97.54,167.14,46.65,26.61
SS2475,41.5,0,104.29,174.18,49.71,28.21
SS2476,40.7,1,113.55,195.03,55.23,28.9
SS2477,44.2,0,108.94,188.52,52.16,30.33
SS2478,28.1,0,100.17,171.13,49.1,27.2
SS2479,26.4,1,98.85,168.36,48.21,28.57
SS247,71.6,0,117.45,212.5,65.27,35.8
SS2480,29.6,0,103.64,172.4,40.91,28.35
SS2481,35.2,1,99.7,176.16,52.75,33.27
SS2482,28.8,1,88.24,153.61,42.94,28.4
SS2483,27.6,1,92.32,159.45,43.67,26.78
SS2484,33,1,103.92,172.15,45.82,27.73
SS2485,22.9,1,90.89,152.68,38.73,25.75
SS2486,25.6,0,94.8,160.24,42.05,25.99
SS2487,30.3,0,97.13,165.5,42.95,26.02
SS2488,30,1,99.18,161.44,38.31,29.22
SS2489,37.8,1,113.15,192.5,54.49,32.41
SS248,53.4,1,107.41,193.56,53.79,34.82
SS2490,28.3,1,106.1,171.17,42.8,28.53
SS2491,27.5,1,96.56,158.64,39.75,29.31
SS2492,22.7,1,89.01,150,40.34,26.44
SS2493,29.2,0,97.51,162.27,40.94,27.28
SS2494,43.8,0,109.93,183.14,45.29,32.97
SS2495,30.7,0,98.65,163.66,43.23,26.89
SS2496,33.9,1,106.35,176.44,43.08,30.34
SS2497,24.3,0,96.12,156.08,38.55,26.84
SS2498,31.1,0,105.53,172.6,42.2,27.68
SS2499,36.3,1,110.17,187.79,53.53,30.92
SS249,46.6,1,110.55,182.27,40.89,34.44
SS24,50.4,1,127.24,201.85,47.25,34.06
SS2500,30.9,0,96.08,161.33,41.52,27.66
SS2501,30.6,1,94.45,158.23,42.48,30.99
SS2502,28.8,1,98.68,166.66,44.18,28.49
SS2503,24.2,1,89.92,149.5,37.3,26.52
SS2504,27,1,94.25,160.84,45.76,32.97
SS2505,39.2,0,108.65,189.57,53.9,33.11
SS2506,39,0,104.22,183.44,54.44,30.67
SS2507,31.3,0,97.03,164.96,44.12,27.85
SS2508,33,1,101.95,175.63,49.71,31.19
SS2509,35.4,1,107.39,182.99,50.41,28.55
SS250,55.7,1,114.34,210.94,61.34,33.68
SS2510,34.1,0,105.62,173.11,44.65,29.91
SS2511,36.6,1,104.73,182.81,51.54,32.6
SS2512,38.6,0,111.48,185.59,47.25,33.09
SS2513,30.2,0,100.49,175.15,51.69,29.03
SS2514,19.7,1,88.87,149.45,38.71,24.91
SS2515,35.9,0,107.15,179.4,46.85,29.75
SS2516,34.5,0,106.38,178.36,46.19,29.27
SS2517,30,0,97.2,166.23,44.31,28.31
SS2518,36.8,0,93.17,172.45,51.85,35.01
SS2519,35.5,0,104.16,171.53,43.75,30.92
SS251,,1,,,,
SS2520,34.9,0,99.5,179.47,52.82,32.12
SS2521,24.7,1,97.25,159.68,38.72,24.87
SS2522,31,1,99.43,167,41.2,30.24
SS2523,28,1,92.64,170.17,52.39,31.48
SS2524,29.3,0,95.33,163.12,44.46,30.12
SS2525,28.3,0,104.84,173.9,44.7,28.31
SS2526,44.7,0,113.63,193.79,54.5,31.97
SS2527,37.8,1,110.16,181.26,44.91,29.22
SS2528,28.3,0,90.47,159.91,45.35,28.42
SS2529,42.7,0,111.14,183.95,47.23,29.75
SS252,44.7,1,100.67,173.62,42.62,32.91
SS2530,44.6,0,107.86,189.15,58.07,35.42
SS2531,26.9,1,92.35,159.15,45.41,29.87
SS2532,25.3,0,92.41,162.12,47.73,29.64
SS2533,32.3,0,102.02,174.93,47.83,27.78
SS2534,32.6,1,98.04,171.6,49.5,30.52
SS2535,27.6,0,95.59,160.61,41.98,25.85
SS2536,42.1,1,110.7,187.87,52.72,30.24
SS2537,32.8,1,92.86,170.61,50.99,34.07
SS2538,21.7,1,89.67,160.92,48.24,33.85
SS2539,24,1,97.97,169.63,48.52,24.53
SS253,64.5,1,123.96,217,56.94,34.62
SS2540,33.8,0,98.43,167.75,45.94,31.67
SS2541,32.5,1,98.07,169.47,47.18,33.82
SS2542,31.9,0,98.31,173.02,51.38,28.83
SS2543,31.6,1,114.21,176.96,38.01,30.71
SS2544,31.4,1,103.09,173.58,46.74,27.37
SS2545,32.6,1,102.57,169,43.19,28.57
SS2546,30.4,0,100.5,168.07,45.46,28.14
SS2547,39.8,0,100.5,178.25,50.67,30.63
SS2548,38.6,0,109.21,190.27,51.35,31.45
SS2549,28.3,1,107.66,170.19,39.24,28.57
SS254,63,1,116.61,209.2,63.78,34.12
SS2550,22.8,1,97.77,162.73,43.73,25.04
SS2551,25.8,0,93.19,158.91,42.34,27.78
SS2552,30.7,0,96.44,170.47,52.3,32.9
SS2553,29.5,0,101.02,181.23,46.71,31.23
SS2554,30.1,1,97.25,171,51.7,30.92
SS2555,32,1,104.93,173.57,44.03,28.8
SS2556,24.8,1,92.19,154.64,40.83,26.69
SS2557,27.7,1,96.67,158.32,40.72,25.76
SS2558,27.3,1,103.6,172.64,45.86,29.4
SS2559,36.3,0,94.9,169.6,49.28,31.67
SS255,62.2,1,125.71,218.92,59.74,35.47
SS2560,32.7,1,104.89,171.68,43.98,28.57
SS2561,32.6,1,98.1,167.55,45.73,30.33
SS2562,25.4,1,92.58,156.33,43.5,29.2
SS2563,40.8,0,118.94,188.05,44.14,32.43
SS2564,36.4,0,100.59,182.65,56.97,29.07
SS2565,33.2,0,99.78,171.01,46.79,27.28
SS2566,33.3,1,103.22,169.13,43.45,28.31
SS2567,28.3,1,95.91,168.13,47.8,29.22
SS2568,24.1,1,90.88,153.78,42.37,24.87
SS2569,29.8,0,97.24,165.11,43.85,28.22
SS256,71.5,0,126.41,224.63,64.73,35.37
SS2570,29.8,1,98.02,174.05,50.78,30.6
SS2571,31.5,1,95.15,169.26,52.41,30.92
SS2572,29.8,1,96.48,165.61,47.47,31.89
SS2573,33,1,102.14,175.51,47.73,29.4
SS2574,26.7,0,91.42,152.65,41.13,23.49
SS2575,33.4,1,102.73,170.09,43.08,29.03
SS2576,31.8,1,102.11,167.7,42.33,27.28
SS2577,23.2,0,94.34,157.96,40.95,25.02
SS2578,25.7,1,101.2,170.96,45.3,25.32
SS2579,29.9,0,98.63,163.35,42.27,29.11
SS257,50.6,1,119.5,196,49.13,33.89
SS2580,35.5,1,111.63,186.84,50.16,32.16
SS2581,26,1,97.17,161.71,39.78,27.37
SS2582,25.9,1,91.69,153.55,39.16,28.96
SS2583,35.5,0,117.98,186.16,42.43,29.24
SS2584,26.5,1,97.82,163.69,42.47,31.17
SS2585,30.3,1,98.34,166.68,44.75,26.44
SS2586,25.4,1,88.23,142.6,37.12,25.75
SS2587,28.8,1,106.09,173.72,43.3,27.2
SS2588,35.2,0,105.52,174.9,47.38,28.31
SS2589,30.4,1,102.78,173.31,47.7,26.44
SS258,60.2,1,124.78,220.84,68.26,39.83
SS2590,24.9,1,94.21,155.24,38.95,25.85
SS2591,32.3,1,90.72,161.34,47.99,32.45
SS2592,38.8,1,116.65,193.32,50.11,31.89
SS2593,36,0,100.71,170.87,46.97,29.95
SS2594,36,1,96.94,182,60.28,36.31
SS2595,28.5,0,91.74,158.99,44.32,29.48
SS2596,34.8,1,105.49,179.35,43.67,28.31
SS2597,27.6,0,97.47,161.37,40.14,27.45
SS2598,37.8,0,103.65,180.6,53.34,32.02
SS2599,33.2,0,101.71,167.6,41.23,29.05
SS259,59.8,1,122.28,203.92,55.49,37.63
SS25,54.3,1,132.53,210.46,52.33,39.15
